birdnet_scientific_name,avilist_scientific_name,avibase_id,cornell_code,match_method
Anthus spragueii,Anthus spragueii,avibase-BF380B5D,sprpip,exact
Anthus sylvanus,Anthus sylvanus,avibase-E097F2EC,uplpip1,exact
Anthus trivialis,Anthus trivialis,avibase-365F5E97,trepip,exact
Antigone antigone,Antigone antigone,avibase-8D891DB7,sarcra1,exact
Antigone canadensis,Antigone canadensis,avibase-E196D6F9,sancra,exact
Antigone rubicunda,Antigone rubicunda,avibase-A4480D02,brolga1,exact
Antigone vipio,Antigone vipio,avibase-1125F89D,whncra1,exact
Antilophia bokermanni,Chiroxiphia bokermanni,avibase-2AC6282B,araman1,clements_english
Antilophia galeata,Chiroxiphia galeata,avibase-51BCAA08,helman1,clements_english
Antrostomus arizonae,Antrostomus arizonae,avibase-CED2468C,souwpw1,exact
Antrostomus badius,Antrostomus badius,avibase-0D4BB435,yucnig1,exact
Antrostomus carolinensis,Antrostomus carolinensis,avibase-8D3E8871,chwwid,exact
Antrostomus noctitherus,Antrostomus noctitherus,avibase-56DB04E7,purnig1,exact
Antrostomus ridgwayi,Antrostomus ridgwayi,avibase-C0F335B7,bucnig,exact
Antrostomus rufus,Antrostomus rufus,avibase-F331D204,rufnig1,exact
Antrostomus salvini,Antrostomus salvini,avibase-100B2E32,tacnig1,exact
Antrostomus saturatus,Antrostomus saturatus,avibase-67D59645,dusnig1,exact
Antrostomus sericocaudatus,Antrostomus sericocaudatus,avibase-2FEC9A38,sitnig1,exact
Antrostomus vociferus,Antrostomus vociferus,avibase-1A09655B,easwpw1,exact
Anumbius annumbi,Anumbius annumbi,avibase-B09DB060,firgat1,exact
Anurolimnas castaneiceps,Anurolimnas castaneiceps,avibase-2A9074F9,chhcra1,exact
Anurolimnas fasciatus,Rufirallus fasciatus,avibase-BE9214E6,blbcra1,clements_english
Anurolimnas viridis,Rufirallus viridis,avibase-4B5BBB61,ruccra1,clements_english
Apalis alticola,Apalis alticola,avibase-D6C2BFD2,brhapa1,exact
Apalis chapini,Apalis chapini,avibase-6687AA29,chaapa1,exact
Apalis cinerea,Apalis cinerea,avibase-7A8A8FCF,gryapa1,exact
Apalis flavida,Apalis flavida,avibase-E70F9747,yebapa1,exact
Apalis jacksoni,Apalis jacksoni,avibase-1ABAB622,bltapa1,exact
Apalis melanocephala,Apalis melanocephala,avibase-4FE76868,blhapa1,exact
Apalis personata,Apalis personata,avibase-0ABADB0F,blfapa1,exact
Apalis porphyrolaema,Apalis porphyrolaema,avibase-E8F03B18,chtapa3,exact
Apalis ruddi,Apalis ruddi,avibase-32947D9C,rudapa1,exact
Apalis rufogularis,Apalis rufogularis,avibase-75E0430B,butapa1,exact
Apalis sharpii,Apalis sharpii,avibase-770308E9,shaapa2,exact
Apalis thoracica,Apalis thoracica,avibase-B285E2B0,batapa2,exact
Apaloderma narina,Apaloderma narina,avibase-7FED5700,nartro1,exact
Apaloderma vittatum,Apaloderma vittatum,avibase-2F2CB724,battro1,exact
Aphanotriccus audax,Aphanotriccus audax,avibase-3AC7C776,blbfly1,exact
Aphanotriccus capitalis,Aphanotriccus capitalis,avibase-0203FCD8,tacfly1,exact
Aphelocephala leucopsis,Aphelocephala leucopsis,avibase-AAEA810D,souwhi1,exact
Aphelocoma californica,Aphelocoma californica,avibase-151C2B3F,cowscj1,exact
Aphelocoma coerulescens,Aphelocoma coerulescens,avibase-D78D24B9,flsjay,exact
Aphelocoma ultramarina,Aphelocoma ultramarina,avibase-8A6D655E,mexjay3,exact
Aphelocoma unicolor,Aphelocoma unicolor,avibase-9E9E1171,unijay1,exact
Aphelocoma wollweberi,Aphelocoma wollweberi,avibase-56B8CE7A,mexjay4,exact
Aphelocoma woodhouseii,Aphelocoma woodhouseii,avibase-EC9E9745,wooscj2,exact
Aphrastura spinicauda,Aphrastura spinicauda,avibase-42F16BDC,thtray1,exact
Aplonis atrifusca,Aplonis atrifusca,avibase-28D7FBB7,samsta1,exact
Aplonis grandis,Aplonis grandis,avibase-87C70101,brwsta1,exact
Aplonis metallica,Aplonis metallica,avibase-5A358E52,metsta1,exact
Aplonis mysolensis,Aplonis mysolensis,avibase-E989867D,molsta1,exact
Aplonis opaca,Aplonis opaca,avibase-49AC7F69,micsta1,exact
Aplonis panayensis,Aplonis panayensis,avibase-2A15DF76,asgsta1,exact
Aplonis tabuensis,Aplonis tabuensis,avibase-90B5B8B0,polsta1,exact
Aprosmictus erythropterus,Aprosmictus erythropterus,avibase-BB1F4BB8,rewpar1,exact
Aptenodytes patagonicus,Aptenodytes patagonicus,avibase-827A77C7,kinpen1,exact
Apteryx mantelli,Apteryx mantelli,avibase-DB55CB8C,nibkiw1,exact
Apus affinis,Apus affinis,avibase-D209A90C,litswi1,exact
Apus apus,Apus apus,avibase-4E6EF3F9,comswi,exact
Apus caffer,Apus caffer,avibase-FA9F6019,whrswi1,exact
Apus melba,Tachymarptis melba,avibase-FA1CAD29,alpswi1,clements_english
Apus nipalensis,Apus nipalensis,avibase-2A241F0C,houswi1,exact
Apus pacificus,Apus pacificus,avibase-68E950E5,fotswi1,exact
Apus pallidus,Apus pallidus,avibase-332BC664,palswi3,exact
Apus unicolor,Apus unicolor,avibase-59A5A24E,plaswi1,exact
Aquila adalberti,Aquila adalberti,avibase-69742EE4,spaeag1,exact
Aquila chrysaetos,Aquila chrysaetos,avibase-5F8E7CA8,goleag,exact
Aquila heliaca,Aquila heliaca,avibase-469DCF57,impeag1,exact
Aquila nipalensis,Aquila nipalensis,avibase-A635F565,steeag1,exact
Ara ambiguus,Ara ambiguus,avibase-8C233878,grgmac,exact
Ara ararauna,Ara ararauna,avibase-18AEC353,baymac,exact
Ara chloropterus,Ara chloropterus,avibase-5DBFB188,ragmac1,exact
Ara glaucogularis,Ara glaucogularis,avibase-EFF095BD,bltmac1,exact
Ara macao,Ara macao,avibase-5B015EDA,scamac1,exact
Ara militaris,Ara militaris,avibase-50C9E950,milmac,exact
Ara severus,Ara severus,avibase-25BE1729,chfmac1,exact
Arachnothera chrysogenys,Arachnothera chrysogenys,avibase-87554DD5,yeespi1,exact
Arachnothera crassirostris,Arachnothera crassirostris,avibase-5C74D7EC,thbspi1,exact
Arachnothera flavigaster,Arachnothera flavigaster,avibase-D33E142C,spespi2,exact
Arachnothera longirostra,Arachnothera longirostra,avibase-B4EF3CAD,litspi1,exact
Arachnothera magna,Arachnothera magna,avibase-3E2ED011,strspi1,exact
Aramides albiventris,Aramides albiventris,avibase-29D34534,runwor1,exact
Aramides axillaris,Aramides axillaris,avibase-4EAFBF4C,rnwrai1,exact
Aramides cajaneus,Aramides cajaneus,avibase-A52752EF,gycwor1,exact
Aramides saracura,Aramides saracura,avibase-AEB80F9B,sbwrai1,exact
Aramides wolfi,Aramides wolfi,avibase-56FEE337,brwrai1,exact
Aramides ypecaha,Aramides ypecaha,avibase-2C9F186F,giwrai1,exact
Aramus guarauna,Aramus guarauna,avibase-5D864313,limpki,exact
Aratinga auricapillus,Aratinga auricapillus,avibase-58CCB269,gocpar2,exact
Aratinga jandaya,Aratinga jandaya,avibase-29F9CF96,janpar1,exact
Aratinga nenday,Aratinga nenday,avibase-8B85CB2C,bkhpar,exact
Aratinga weddellii,Aratinga weddellii,avibase-02C13BB0,duhpar,exact
Arborophila atrogularis,Arborophila atrogularis,avibase-65723342,whcpar1,exact
Arborophila brunneopectus,Arborophila brunneopectus,avibase-B05BB149,babpar1,exact
Arborophila crudigularis,Arborophila crudigularis,avibase-CBDF02F0,taipar1,exact
Arborophila hyperythra,Arborophila hyperythra,avibase-69E98505,rebpar5,exact
Arborophila javanica,Arborophila javanica,avibase-D0F51293,chbpar1,exact
Arborophila mandellii,Arborophila mandellii,avibase-768C2230,chbpar2,exact
Arborophila rufogularis,Arborophila rufogularis,avibase-5CEEFC64,rutpar1,exact
Arborophila torqueola,Arborophila torqueola,avibase-E74469BF,hilpar1,exact
Archilochus alexandri,Archilochus alexandri,avibase-4BB4F257,bkchum,exact
Archilochus colubris,Archilochus colubris,avibase-DEC3D8D0,rthhum,exact
Ardea alba,Ardea alba,avibase-49D9148A,greegr,exact
Ardea cinerea,Ardea cinerea,avibase-6429024D,graher1,exact
Ardea cocoi,Ardea cocoi,avibase-B49AB613,cocher1,exact
Ardea herodias,Ardea herodias,avibase-93694BB5,grbher3,exact
Ardea intermedia,Ardea intermedia,avibase-30785911,integr1,exact
Ardea melanocephala,Ardea melanocephala,avibase-25A648FE,blhher1,exact
Ardea purpurea,Ardea purpurea,avibase-3395DCF1,purher1,exact
Ardea sumatrana,Ardea sumatrana,avibase-9B073071,grbher2,exact
Ardenna bulleri,Ardenna bulleri,avibase-83F9C058,bulshe,exact
Ardenna carneipes,Ardenna carneipes,avibase-08F22F84,flfshe,exact
Ardenna creatopus,Ardenna creatopus,avibase-9A77D2B0,pifshe,exact
Ardenna grisea,Ardenna grisea,avibase-1725B07D,sooshe,exact
Ardenna pacifica,Ardenna pacifica,avibase-E94A7272,wetshe,exact
Ardenna tenuirostris,Ardenna tenuirostris,avibase-60825BF6,shtshe,exact
Ardeola bacchus,Ardeola bacchus,avibase-56292AA8,chpher1,exact
Ardeola grayii,Ardeola grayii,avibase-E5E0B92F,inpher1,exact
Ardeola ralloides,Ardeola ralloides,avibase-CE73EBD7,squher1,exact
Ardeola speciosa,Ardeola speciosa,avibase-CC13DEBE,japher1,exact
Arenaria interpres,Arenaria interpres,avibase-DC3050A9,rudtur,exact
Arenaria melanocephala,Arenaria melanocephala,avibase-0413ED30,blktur,exact
Argusianus argus,Argusianus argus,avibase-F9F6A725,grearg1,exact
Argya affinis,Argya affinis,avibase-A70548E8,yebbab1,exact
Argya caudata,Argya caudata,avibase-310AEDC8,combab3,exact
Argya earlei,Argya earlei,avibase-308AADDB,strbab1,exact
Argya malcolmi,Argya malcolmi,avibase-8EB286E5,lagbab2,exact
Argya striata,Argya striata,avibase-5713B725,junbab2,exact
Argya subrufa,Argya subrufa,avibase-51AADA00,rufbab3,exact
Arizelocichla masukuensis,Arizelocichla masukuensis,avibase-6FC57210,shegre1,exact
Arizelocichla milanjensis,Arizelocichla milanjensis,avibase-8479F56E,stcgre1,exact
Arizelocichla nigriceps,Arizelocichla nigriceps,avibase-FC523946,easmog2,exact
Arremon abeillei,Arremon abeillei,avibase-589AC53A,bkcspa1,exact
Arremon assimilis,Arremon assimilis,avibase-296CB63F,sthbrf8,exact
Arremon atricapillus,Arremon atricapillus,avibase-3772DEC8,sthbrf1,exact
Arremon aurantiirostris,Arremon aurantiirostris,avibase-DDB56D82,orbspa1,exact
Arremon basilicus,Arremon basilicus,avibase-61060774,sthbrf4,exact
Arremon brunneinucha,Arremon brunneinucha,avibase-5A24AF5E,ccbfin,exact
Arremon castaneiceps,Arremon castaneiceps,avibase-095A3BA2,olifin1,exact
Arremon costaricensis,Arremon costaricensis,avibase-F17D47AB,sthbrf3,exact
Arremon crassirostris,Arremon crassirostris,avibase-214F5851,soffin1,exact
Arremon flavirostris,Arremon flavirostris,avibase-98FDE7F4,sabspa1,exact
Arremon franciscanus,Arremon franciscanus,avibase-16D083E9,safspa1,exact
Arremon perijanus,Arremon perijanus,avibase-41B3966D,sthbrf5,exact
Arremon schlegeli,Arremon schlegeli,avibase-A149DC0A,gowspa1,exact
Arremon semitorquatus,Arremon semitorquatus,avibase-401DC20C,hacspa1,exact
Arremon taciturnus,Arremon taciturnus,avibase-A5A38A04,pecspa3,exact
Arremon torquatus,Arremon torquatus,avibase-C6494962,sthbrf2,exact
Arremon virenticeps,Arremon virenticeps,avibase-86466110,gsbfin1,exact
Arremonops chloronotus,Arremonops chloronotus,avibase-8FDDD147,grbspa1,exact
Arremonops conirostris,Arremonops conirostris,avibase-BF9F34F5,blsspa1,exact
Arremonops rufivirgatus,Arremonops rufivirgatus,avibase-EF18C1EC,olispa,exact
Arremonops tocuyensis,Arremonops tocuyensis,avibase-53B7F671,tocspa1,exact
Arses telescopthalmus,Arses telescopthalmus,avibase-8FCA9FAC,frimon1,exact
Artamus cinereus,Artamus cinereus,avibase-DD4B0562,blfwoo1,exact
Artamus cyanopterus,Artamus cyanopterus,avibase-0DA479A1,duswoo1,exact
Artamus fuscus,Artamus fuscus,avibase-D10DF10F,ashwoo2,exact
Artamus leucorynchus,Artamus leucorynchus,avibase-05793C3E,whbwoo4,exact
Artamus personatus,Artamus personatus,avibase-92A5A04D,maswoo1,exact
Artamus superciliosus,Artamus superciliosus,avibase-FC26F2A3,whbwoo5,exact
Artemisiospiza belli,Artemisiospiza belli,avibase-87878948,belspa2,exact
Artemisiospiza nevadensis,Artemisiospiza nevadensis,avibase-55572EBE,sagspa1,exact
Artisornis metopias,Artisornis metopias,avibase-5C5C1A5E,afrtai2,exact
Artisornis moreaui,Artisornis moreaui,avibase-3D67250D,lobtai1,exact
Arundinax aedon,Arundinax aedon,avibase-213C212A,thbwar1,exact
Arundinicola leucocephala,Arundinicola leucocephala,avibase-9C4B6D6D,whmtyr1,exact
Asemospiza fuliginosa,Asemospiza fuliginosa,avibase-F2091EB7,soogra2,exact
Asemospiza obscura,Asemospiza obscura,avibase-E83C7E46,ducgra2,exact
Asio clamator,Asio clamator,avibase-849E5AD2,strowl1,exact
Asio flammeus,Asio flammeus,avibase-8F123A11,sheowl,exact
Asio grammicus,Asio grammicus,avibase-F85D5EC3,jamowl1,exact
Asio otus,Asio otus,avibase-FC4D40D2,loeowl,exact
Asio stygius,Asio stygius,avibase-C1EAF183,styowl1,exact
Aspatha gularis,Aspatha gularis,avibase-720774A8,bltmot1,exact
Asthenes anthoides,Asthenes anthoides,avibase-0C97A2B4,auscan1,exact
Asthenes baeri,Asthenes baeri,avibase-EC1EC2F3,shbcan1,exact
Asthenes coryi,Asthenes coryi,avibase-9F89BDB8,ocbthi1,exact
Asthenes dorbignyi,Asthenes dorbignyi,avibase-95A33B5D,crbcan2,exact
Asthenes flammulata,Asthenes flammulata,avibase-18C02E15,mascan1,exact
Asthenes fuliginosa,Asthenes fuliginosa,avibase-92EDD5BE,whcthi1,exact
Asthenes griseomurina,Asthenes griseomurina,avibase-A2B9B8CE,mocthi1,exact
Asthenes harterti,Asthenes harterti,avibase-B1A9C628,bltthi1,exact
Asthenes helleri,Asthenes helleri,avibase-B87C0D49,punthi1,exact
Asthenes heterura,Asthenes heterura,avibase-03B93C7F,maqcan1,exact
Asthenes hudsoni,Asthenes hudsoni,avibase-858D5EB2,hudcan1,exact
Asthenes humilis,Asthenes humilis,avibase-BD30D5C7,sttcan1,exact
Asthenes maculicauda,Asthenes maculicauda,avibase-826918E3,sctcan1,exact
Asthenes modesta,Asthenes modesta,avibase-FE737644,corcan1,exact
Asthenes moreirae,Asthenes moreirae,avibase-BF71CB3E,itaspi1,exact
Asthenes ottonis,Asthenes ottonis,avibase-D1C92128,rufcan1,exact
Asthenes palpebralis,Asthenes palpebralis,avibase-48C5FC42,eyrthi1,exact
Asthenes perijana,Asthenes perijana,avibase-2EC35E39,perthi1,exact
Asthenes pudibunda,Asthenes pudibunda,avibase-60EFDF36,cancan1,exact
Asthenes pyrrholeuca,Asthenes pyrrholeuca,avibase-500D06A4,shbcan2,exact
Asthenes urubambensis,Asthenes urubambensis,avibase-123469C1,lifcan1,exact
Asthenes virgata,Asthenes virgata,avibase-9957DCA6,juncan1,exact
Asthenes wyatti,Asthenes wyatti,avibase-6B80E64A,stbcan9,exact
Atalotriccus pilaris,Atalotriccus pilaris,avibase-CD3601B0,peptyr1,exact
Atelornis crossleyi,Atelornis crossleyi,avibase-9D600C9B,rhgrol1,exact
Atelornis pittoides,Atelornis pittoides,avibase-D5C06D94,plgrol1,exact
Athene blewitti,Athene blewitti,avibase-DD89F95C,forowl1,exact
Athene brama,Athene brama,avibase-DDE6A352,spoowl1,exact
Athene cunicularia,Athene cunicularia,avibase-B9EE9676,burowl,exact
Athene noctua,Athene noctua,avibase-9A7B268C,litowl1,exact
Athene superciliaris,Athene superciliaris,avibase-8874AA69,whbowl1,exact
Atimastillas flavicollis,Atimastillas flavicollis,avibase-3C8E84A6,yetgre2,exact
Atlapetes albinucha,Atlapetes albinucha,avibase-BED7D8CC,wnbfin1,exact
Atlapetes albofrenatus,Atlapetes albofrenatus,avibase-3D4BB93D,mobfin1,exact
Atlapetes citrinellus,Atlapetes citrinellus,avibase-CB530B1A,ysbfin1,exact
Atlapetes flaviceps,Atlapetes flaviceps,avibase-19C9112F,yehbrf1,exact
Atlapetes fulviceps,Atlapetes fulviceps,avibase-280F5CC1,fhbfin1,exact
Atlapetes fuscoolivaceus,Atlapetes fuscoolivaceus,avibase-313A1403,dhbfin1,exact
Atlapetes latinuchus,Atlapetes latinuchus,avibase-9FE395E9,yebbru2,exact
Atlapetes leucopis,Atlapetes leucopis,avibase-1DCF89A9,wrbfin1,exact
Atlapetes leucopterus,Atlapetes leucopterus,avibase-B46A722B,wwbfin1,exact
Atlapetes melanocephalus,Atlapetes melanocephalus,avibase-71DAB8C3,smbfin1,exact
Atlapetes melanolaemus,Atlapetes melanolaemus,avibase-F0263CAC,bkfbrf1,exact
Atlapetes pallidiceps,Atlapetes pallidiceps,avibase-E350CC20,phbfin1,exact
Atlapetes pallidinucha,Atlapetes pallidinucha,avibase-B4E51F83,pnbfin1,exact
Atlapetes personatus,Atlapetes personatus,avibase-2AFDFA77,tebfin1,exact
Atlapetes pileatus,Atlapetes pileatus,avibase-FB47A4AE,rcbfin1,exact
Atlapetes rufigenis,Atlapetes rufigenis,avibase-B36F4464,rebfin1,exact
Atlapetes rufinucha,Atlapetes rufinucha,avibase-C9C868E0,rnbfin1,exact
Atlapetes schistaceus,Atlapetes schistaceus,avibase-7A6A8753,slabru1,exact
Atlapetes semirufus,Atlapetes semirufus,avibase-22518A82,obbfin1,exact
Atlapetes tibialis,Atlapetes tibialis,avibase-4CB9ABDC,yetfin1,exact
Atlapetes tricolor,Atlapetes tricolor,avibase-7FE52D63,tribrf2,exact
Atrichornis clamosus,Atrichornis clamosus,avibase-D3A5B317,nosbir1,exact
Atrichornis rufescens,Atrichornis rufescens,avibase-EA9FC4C7,rusbir1,exact
Attagis gayi,Attagis gayi,avibase-7C72CD00,rubsee2,exact
Atticora fasciata,Atticora fasciata,avibase-DA652FA1,whbswa2,exact
Atticora pileata,Atticora pileata,avibase-11D863E7,blcswa1,exact
Atticora tibialis,Atticora tibialis,avibase-40A08189,whtswa1,exact
Attila bolivianus,Attila bolivianus,avibase-8DA83B89,ducatt1,exact
Attila cinnamomeus,Attila cinnamomeus,avibase-A6AB77CA,cinatt1,exact
Attila citriniventris,Attila citriniventris,avibase-DE322436,cibatt1,exact
Attila phoenicurus,Attila phoenicurus,avibase-B747569D,rutatt1,exact
Attila rufus,Attila rufus,avibase-727CE8E0,gyhatt1,exact
Attila spadiceus,Attila spadiceus,avibase-BA09A296,brratt1,exact
Attila torridus,Attila torridus,avibase-2896E1DB,ochatt1,exact
Augastes lumachella,Augastes lumachella,avibase-DFFC8C88,hoovis2,exact
Augastes scutatus,Augastes scutatus,avibase-443B3BC2,hyavis1,exact
Aulacorhynchus albivitta,Aulacorhynchus albivitta,avibase-8E12984D,souemt1,exact
Aulacorhynchus coeruleicinctis,Aulacorhynchus coeruleicinctis,avibase-697EA51C,blbtou1,exact
Aulacorhynchus derbianus,Aulacorhynchus derbianus,avibase-D47AF774,chttou3,exact
Aulacorhynchus haematopygus,Aulacorhynchus haematopygus,avibase-23DB8356,crrtou1,exact
Aulacorhynchus prasinus,Aulacorhynchus prasinus,avibase-20DB2669,noremt1,exact
Aulacorhynchus sulcatus,Aulacorhynchus sulcatus,avibase-CE8B2BCA,grbtou1,exact
Auriparus flaviceps,Auriparus flaviceps,avibase-A5EFA84D,verdin,exact
Automolus exsertus,Automolus exsertus,avibase-3083EA83,butfog4,exact
Automolus infuscatus,Automolus infuscatus,avibase-70B85047,obfgle3,exact
Automolus leucophthalmus,Automolus leucophthalmus,avibase-BD05FA71,wefgle1,exact
Automolus melanopezus,Automolus melanopezus,avibase-A1CCBC5B,brfgle1,exact
Automolus ochrolaemus,Automolus ochrolaemus,avibase-9E699193,btfgle1,exact
Automolus paraensis,Automolus paraensis,avibase-B5A44D0A,parfog1,exact
Automolus rufipileatus,Automolus rufipileatus,avibase-BB4AD3F2,ccfgle2,exact
Automolus subulatus,Automolus subulatus,avibase-E9BB1550,strwoo4,exact
Aviceda jerdoni,Aviceda jerdoni,avibase-0C89F1D6,jerbaz1,exact
Aviceda leuphotes,Aviceda leuphotes,avibase-139A5705,blabaz1,exact
Aviceda subcristata,Aviceda subcristata,avibase-010AC994,pacbaz1,exact
Aythya affinis,Aythya affinis,avibase-50566E50,lessca,exact
Aythya americana,Aythya americana,avibase-3072CC16,redhea,exact
Aythya collaris,Aythya collaris,avibase-0783A7EA,rinduc,exact
Aythya ferina,Aythya ferina,avibase-A96692E0,compoc,exact
Aythya fuligula,Aythya fuligula,avibase-67CEA1C1,tufduc,exact
Aythya marila,Aythya marila,avibase-25C94A8F,gresca,exact
Aythya nyroca,Aythya nyroca,avibase-7CF91527,ferduc,exact
Aythya valisineria,Aythya valisineria,avibase-1929E1E1,canvas,exact
Baeolophus atricristatus,Baeolophus atricristatus,avibase-66698D9B,blctit4,exact
Baeolophus bicolor,Baeolophus bicolor,avibase-B488AB70,tuftit,exact
Baeolophus inornatus,Baeolophus inornatus,avibase-715D4DDE,oaktit,exact
Baeolophus ridgwayi,Baeolophus ridgwayi,avibase-E366AB90,juntit1,exact
Baeolophus wollweberi,Baeolophus wollweberi,avibase-4CB87DBB,britit,exact
Baeopogon indicator,Baeopogon indicator,avibase-E6A0D208,hongre1,exact
Balearica regulorum,Balearica regulorum,avibase-D10CAC5D,grccra1,exact
Bambusicola fytchii,Bambusicola fytchii,avibase-A070B7F4,mobpar1,exact
Bambusicola sonorivox,Bambusicola sonorivox,avibase-FAA56C5A,taibap1,exact
Bambusicola thoracicus,Bambusicola thoracicus,avibase-59ECAD9D,chbpar3,exact
Bangsia aureocincta,Bangsia aureocincta,avibase-E6653E57,gortan1,exact
Bangsia edwardsi,Bangsia edwardsi,avibase-5C7EE0EE,mobtan1,exact
Bangsia melanochlamys,Bangsia melanochlamys,avibase-44CDF1D4,bagtan2,exact
Barnardius zonarius,Barnardius zonarius,avibase-0F0DAFFA,polpar1,exact
Bartramia longicauda,Bartramia longicauda,avibase-BF1DA86E,uplsan,exact
Baryphthengus martii,Baryphthengus martii,avibase-435AB47D,rufmot1,exact
Baryphthengus ruficapillus,Baryphthengus ruficapillus,avibase-C2966A66,rucmot2,exact
Basileuterus belli,Basileuterus belli,avibase-BFB6CAFA,gobwar1,exact
Basileuterus culicivorus,Basileuterus culicivorus,avibase-E15EEACD,gcrwar,exact
Basileuterus delattrii,Basileuterus delattrii,avibase-F50F4ACE,rucwar4,exact
Basileuterus lachrymosus,Basileuterus lachrymosus,avibase-C35381D0,fatwar,exact
Basileuterus melanogenys,Basileuterus melanogenys,avibase-D2459CC0,blcwar1,exact
Basileuterus melanotis,Basileuterus melanotis,avibase-1741B8A7,thswar5,exact
Basileuterus rufifrons,Basileuterus rufifrons,avibase-AC24B6B5,rucwar,exact
Basileuterus trifasciatus,Basileuterus trifasciatus,avibase-2B2A04D0,thbwar2,exact
Basileuterus tristriatus,Basileuterus tristriatus,avibase-99E9FFE0,thswar1,exact
Basilinna leucotis,Basilinna leucotis,avibase-D49E0B95,whehum,exact
Batara cinerea,Batara cinerea,avibase-4EADEBB3,giaant2,exact
Bathmocercus rufus,Bathmocercus rufus,avibase-438D0DFF,bkfruw1,exact
Batis capensis,Batis capensis,avibase-9E17E8D0,capbat10,exact
Batis erlangeri,Batis erlangeri,avibase-DF7C8FC5,bkhbat1,exact
