scientific_name,name
Anthus spinoletta,ヒガシヨーロッパタヒバリ
Anthus spragueii,ヤブタヒバリ
Anthus sylvanus,コウゲンタヒバリ
Anthus trivialis,ヨーロッパビンズイ
Anthus vaalensis,スジナシタヒバリ
Antigone antigone,オオヅル
Antigone canadensis,カナダヅル
Antigone rubicunda,オーストラリアヅル
Antigone vipio,マナヅル
Antiurus maculicaudus,マダラオヨタカ
Antrostomus arizonae,アリゾナヨタカ
Antrostomus badius,ユカタンウィルヨタカ
Antrostomus carolinensis,チャックウィルヨタカ
Antrostomus cubanensis,キューバヨタカ
Antrostomus noctitherus,プエルトリコヨタカ
Antrostomus ridgwayi,クビワヨタカ
Antrostomus rufus,アカヨタカ
Antrostomus salvini,メキシコヨタカ
Antrostomus saturatus,ウスグロヨタカ
Antrostomus sericocaudatus,マルオヨタカ
Antrostomus vociferus,ホイップアーウィルヨタカ
Anumara forbesi,コミナミムクドリモドキ
Anumbius annumbi,ニワカマドドリ
Anurolimnas castaneiceps,ムネアカクイナ
Apalharpactes mackloti,スマトラキヌバネドリ
Apalharpactes reinwardtii,キノドキヌバネドリ
Apalis alticola,チャガシライロムシクイ
Apalis argentea,タンザニアイロムシクイ
Apalis bamendae,ミヤマカメルーンイロムシクイ
Apalis binotata,カオグロイロムシクイ
Apalis chapini,タンザニアクリノドイロムシクイ
Apalis chariessa,ハジロイロムシクイ
Apalis chirindensis,ローデシアイロムシクイ
Apalis cinerea,ハイガシライロムシクイ
Apalis flavida,キムネイロムシクイ
Apalis fuscigularis,タイタイロムシクイ
Apalis goslingi,カメルーンイロムシクイ
Apalis jacksoni,ノドグロイロムシクイ
Apalis kaboboensis,カボボイロムシクイ
Apalis karamojae,ウガンダイロムシクイ
Apalis lynesi,ナムリイロムシクイ
Apalis melanocephala,ズグロイロムシクイ
Apalis nigriceps,クロガシライロムシクイ
Apalis personata,ミヤマカオグロイロムシクイ
Apalis porphyrolaema,クリノドイロムシクイ
Apalis ruddi,マユイロムシクイ
Apalis rufogularis,セグロイロムシクイ
Apalis sharpii,ウスグロイロムシクイ
Apalis thoracica,ムナオビイロムシクイ
Apaloderma aequatoriale,ニシアフリカキヌバネドリ
Apaloderma narina,アフリカキヌバネドリ
Apaloderma vittatum,シマオアフリカキヌバネドリ
Apalopteron familiare,メグロ
Aphanapteryx bonasia,モーリシャスクイナ
Aphanocrex podarces,セントヘレナクイナ
Aphanotriccus audax,ハシグロハエトリ
Aphanotriccus capitalis,ムネアカハシグロハエトリ
Aphelocephala leucopsis,カオジロムシクイ
Aphelocephala nigricincta,クビワカオジロムシクイ
Aphelocephala pectoralis,チャムネカオジロムシクイ
Aphelocoma californica,カリフォルニアカケス
Aphelocoma coerulescens,フロリダカケス
Aphelocoma insularis,サンタクルスカケス
Aphelocoma ultramarina,カザンカケス
Aphelocoma unicolor,ムジアオカケス
Aphelocoma wollweberi,メキシコカケス
Aphelocoma woodhouseii,ウッドハウスカケス
Aphrastura masafuerae,マサフエラハリオカマドドリ
Aphrastura spinicauda,ハリオカマドドリ
Aphrodroma brevirostris,ケルゲレンミズナギドリ
Aplonis atrifusca,サモアカラスモドキ
Aplonis brunneicapillus,メジロカラスモドキ
Aplonis cantoroides,ナキカラスモドキ
Aplonis cinerascens,ラロトンガカラスモドキ
Aplonis corvina,テリカラスモドキ
Aplonis crassa,タニンバルカラスモドキ
Aplonis dichroa,サンクリストバルカラスモドキ
Aplonis feadensis,ソロモンカラスモドキ
Aplonis fusca,ノーフォークカラスモドキ
Aplonis grandis,オオカラスモドキ
Aplonis insularis,レンネルカラスモドキ
Aplonis magna,オナガカラスモドキ
Aplonis mavornata,ライアテカラスモドキ
Aplonis metallica,オナガテリカラスモドキ
Aplonis minor,コミドリカラスモドキ
Aplonis mysolensis,モルッカカラスモドキ
Aplonis mystacea,カンムリカラスモドキ
Aplonis opaca,カラスモドキ
Aplonis panayensis,ミドリカラスモドキ
Aplonis pelzelni,ヒメカラスモドキ
Aplonis santovestris,ヤマカラスモドキ
Aplonis striata,カレドニアカラスモドキ
Aplonis tabuensis,タテジマカラスモドキ
Aplonis zelandica,ニューヘブリデスカラスモドキ
Aplopelia larvata,レモンバト
Aprositornis disjuncta,アゴジロアリドリ
Aprosmictus erythropterus,ハゴロモインコ
Aprosmictus jonquillaceus,ハゴロモインコモドキ
Aptenodytes forsteri,コウテイペンギン
Aptenodytes patagonicus,オウサマペンギン
Apteryx australis,キーウィ
Apteryx mantelli,キタキーウィ
Apteryx maxima,オオマダラキーウィ
Apteryx owenii,コマダラキーウィ
Apteryx rowi,オカリトキーウィ
Apus acuticauda,セグロアマツバメ
Apus affinis,ニシヒメアマツバメ
Apus alexandri,ケープベルデアマツバメ
Apus apus,ヨーロッパアマツバメ
Apus balstoni,マダガスカルアマツバメ
Apus barbatus,ミナミクロアマツバメ
Apus batesi,クロアマツバメ
Apus berliozi,ソコトラアマツバメ
Apus bradfieldi,ナミビアアマツバメ
Apus caffer,アフリカコシジロアマツバメ
Apus cooki,クックアマツバメ
Apus horus,ホーラスアマツバメ
Apus leuconyx,ブライスアマツバメ
Apus niansae,ススイロアマツバメ
Apus nipalensis,ヒメアマツバメ
Apus pacificus,アマツバメ
Apus pallidus,ウスアマツバメ
Apus unicolor,ハイイロアマツバメ
Aquila adalberti,ニシカタシロワシ
Aquila africana,アフリカクマタカ
Aquila audax,オナガイヌワシ
Aquila chrysaetos,イヌワシ
Aquila fasciata,ボネリークマタカ
Aquila gurneyi,モルッカイヌワシ
Aquila heliaca,カタシロワシ
Aquila nipalensis,ソウゲンワシ
Aquila rapax,アフリカソウゲンワシ
Aquila spilogaster,モモジロクマタカ
Aquila verreauxii,コシジロイヌワシ
Ara ambiguus,ヒワコンゴウインコ
Ara ararauna,ルリコンゴウインコ
Ara chloropterus,ベニコンゴウインコ
Ara glaucogularis,アオキコンゴウインコ
Ara macao,コンゴウインコ
Ara militaris,ミドリコンゴウインコ
Ara rubrogenys,アカミミコンゴウインコ
Ara severus,ヒメコンゴウインコ
Ara tricolor,ミイロコンゴウインコ
Arachnothera affinis,スジムネクモカリドリ
Arachnothera chrysogenys,キミミクモカリドリ
Arachnothera clarae,ホオハゲクモカリドリ
Arachnothera crassirostris,ハシブトクモカリドリ
Arachnothera dilutior,タンショククモアリドリ
Arachnothera everetti,ムナフクモカリドリ
Arachnothera flammifera,アキアカクモカリドリ
Arachnothera flavigaster,オオキミミクモカリドリ
Arachnothera juliae,ゴマフクモカリドリ
Arachnothera longirostra,コクモカリドリ
Arachnothera magna,タテジマクモカリドリ
Arachnothera modesta,ハイムネクモカリドリ
Arachnothera robusta,ハシナガクモカリドリ
Aramides albiventris,ズアカモリクイナ
Aramides axillaris,チャクビモリクイナ
Aramides cajaneus,コンゴウクイナ（ハイクビモリクイナ）
Aramides calopterus,アカバネモリクイナ
Aramides mangle,ヒメモリクイナ
Aramides saracura,ハイムネモリクイナ
Aramides wolfi,チャイロモリクイナ
Aramides ypecaha,オオモリクイナ
Aramidopsis plateni,セレベスクイナ
Aramus guarauna,ツルモドキ
Aratinga auricapillus,ゴシキメキシコインコ
Aratinga jandaya,ナナイロメキシコインコ
Aratinga maculata,キバラメキシコインコ
Aratinga nenday,クロガミインコ
Aratinga solstitialis,コガネメキシコインコ
Aratinga weddellii,シモフリインコ
Arborophila ardens,ハイナンミヤマテッケイ
Arborophila atrogularis,ノドグロミヤマテッケイ
Arborophila brunneopectus,チャムネミヤマテッケイ
Arborophila cambodiana,カンボジアミヤマテッケイ
Arborophila campbelli,マレーシアミヤマテッケイ
Arborophila crudigularis,ミヤマテッケイ
Arborophila davidi,サイゴンミヤマテッケイ
Arborophila gingica,フッケンミヤマテッケイ
Arborophila hyperythra,ボルネオミヤマテッケイ
Arborophila javanica,ジャワミヤマテッケイ
Arborophila mandellii,ムネアカミヤマテッケイ
Arborophila orientalis,ハイムネミヤマテッケイ
Arborophila rolli,キタスマトラミヤマテッケイ
Arborophila rubrirostris,アカハシミヤマテッケイ
Arborophila rufipectus,シセンミヤマテッケイ
Arborophila rufogularis,ノドアカミヤマテッケイ
Arborophila sumatrana,スマトラミヤマテッケイ
Arborophila torqueola,チャガシラミヤマテッケイ
Arcanator orostruthus,ヤマブチツグミヒタキ
Archboldia papuensis,パプアニワシドリ
Archilochus alexandri,ノドグロハチドリ
Archilochus colubris,ノドアカハチドリ
Ardea alba,ダイサギ
Ardea cinerea,アオサギ
Ardea cocoi,ナンベイアオサギ
Ardea coromanda,アマサギ
Ardea goliath,オニアオサギ
Ardea herodias,オオアオサギ
Ardea humbloti,マダガスカルサギ
Ardea ibis,ニシアマサギ
Ardea insignis,シロハラサギ
Ardea intermedia,チュウサギ
Ardea melanocephala,ズグロアオサギ
Ardea pacifica,シロガシラサギ
Ardea purpurea,ムラサキサギ
Ardea sumatrana,スマトラサギ
Ardenna bulleri,ミナミオナガミズナギドリ
Ardenna carneipes,アカアシミズナギドリ
Ardenna creatopus,シロハラアカアシミズナギドリ
Ardenna gravis,ズグロミズナギドリ
Ardenna grisea,ハイイロミズナギドリ
Ardenna pacifica,オナガミズナギドリ
Ardenna tenuirostris,ハシボソミズナギドリ
Ardeola bacchus,アカガシラサギ
Ardeola grayii,インドアカガシラサギ
Ardeola idae,マダガスカルカンムリサギ
Ardeola ralloides,カンムリサギ
Ardeola rufiventris,クロアマサギ
Ardeola speciosa,ジャワアカガシラサギ
Ardeotis arabs,アラビアオオノガン
Ardeotis australis,オーストラリアオオノガン
Ardeotis kori,アフリカオオノガン
Ardeotis nigriceps,インドオオノガン
Arenaria interpres,キョウジョシギ
Arenaria melanocephala,クロキョウジョシギ
Argusianus argus,セイラン
Argya affinis,キバシヤブチメドリ
Argya altirostris,イラクヤブチメドリ
Argya aylmeri,シロスジヤブチメドリ
Argya caudata,スジカブリヤブチメドリ
Argya cinereifrons,セイロンガビチョウ
Argya earlei,セジマヤブチメドリ
Argya fulva,スナイロヤブチメドリ
Argya gularis,ビルマヤブチメドリ
Argya huttoni,アフガンヤブチメドリ
Argya longirostris,ハシボソヤブチメドリ
Argya malcolmi,オジロヤブチメドリ
Argya rubiginosa,チャイロヤブチメドリ
Argya rufescens,セイロンヤブチメドリ
Argya squamiceps,アラビアヤブチメドリ
Argya striata,ツチイロヤブチメドリ
Argya subrufa,サビイロヤブチメドリ
Arizelocichla chlorigula,ミナミアオノドヒヨ
Arizelocichla fusciceps,キタアオノドヒヨ
Arizelocichla masukuensis,ミドリヒヨドリ
Arizelocichla milanjensis,ホオスジアオヒヨ
Arizelocichla montana,ミヤマアオヒヨドリ
Arizelocichla neumanni,ウルグルアオノドヒヨ
Arizelocichla nigriceps,クロガシラアオヒヨ
Arizelocichla tephrolaema,ハイノドヒヨ
Arizelopsar femoralis,ムナグロムクドリ
Arremon abeillei,ズグロシズカシトド
Arremon assimilis,ハイマユヤブシトド
Arremon atricapillus,ズグロヤブシトド
Arremon aurantiirostris,アカハシシズカシトド
Arremon basilicus,シエラネバダヤブシトド
Arremon brunneinucha,クリボウシヤブシトド
Arremon castaneiceps,ハシブトシトド
Arremon costaricensis,コスタリカヤブシトド
Arremon crassirostris,ウスズミハシブトシトド
Arremon flavirostris,キバシシズカシトド
Arremon franciscanus,サンフランシスコシズカシトド
Arremon perijanus,ペリハヤブシトド
Arremon phaeopleurus,カラカスヤブシトド
Arremon phygas,パリアヤブシトド
Arremon schlegeli,キガタシズカシトド
Arremon semitorquatus,ハンエリマキシズカシトド
Arremon taciturnus,シズカシトド
Arremon torquatus,スジボウシヤブシトド
Arremon virenticeps,メキシコスジボウシヤブシトド
Arremonops chloronotus,ミドリオリーブシトド
Arremonops conirostris,クロスジオリーブシトド
Arremonops rufivirgatus,オリーブシトド
Arremonops tocuyensis,ヒメオリーブシトド
Arses insularis,アカエリマキヒタキ
Arses kaupi,ムナオビエリマキヒタキ
Arses lorealis,ケープヨークエリマキヒタキ
Arses telescopthalmus,エリマキヒタキ
Artamella viridis,シロガシラオオハシモズ
Artamus cinereus,カオグロモリツバメ
Artamus cyanopterus,ウスズミモリツバメ
Artamus fuscus,ハイイロモリツバメ
Artamus insignis,ビスマルクモリツバメ
Artamus leucorynchus,モリツバメ
Artamus maximus,パプアモリツバメ
Artamus mentalis,フィジーモリツバメ
Artamus minor,ヒメモリツバメ
Artamus monachus,セレベスモリツバメ
Artamus personatus,ホオグロモリツバメ
Artamus superciliosus,マミジロモリツバメ
Artemisiospiza belli,クロフヒメドリ
Artemisiospiza nevadensis,ヨモギヒメドリ
Artisornis metopias,アフリカサイホウチョウ
Artisornis moreaui,ハシナガイロムシクイ
Artomyias fuliginosa,ススチャヒタキ
Artomyias ussheri,ススグロヒタキ
Arundinax aedon,ハシブトオオヨシキリ
Arundinicola leucocephala,シロガシラタイランチョウ
Asarcornis scutulata,ハジロモリガモ
Asemospiza fuliginosa,ウスズミコメワリ
Asemospiza obscura,マメワリ
Ashbyia lovensis,キイロヒバリヒタキ
Asio abyssinicus,アビシニアトラフズク
Asio capensis,アフリカコミミズク
Asio clamator,タテジマフクロウ
Asio flammeus,コミミズク
Asio grammicus,ジャマイカズク
Asio madagascariensis,マダガスカルトラフズク
Asio otus,トラフズク
Asio solomonensis,オニコミミズク
Asio stygius,ナンベイトラフズク
Aspatha gularis,アオノドハチクイモドキ
Asthenes anthoides,シロアゴカマドドリ
Asthenes arequipae,チャバネカマドドリ
Asthenes ayacuchensis,アヤクーチョトゲオカマドドリ
Asthenes baeri,コバシカマドドリ
Asthenes berlepschi,ボリビアキタカマドドリ
Asthenes coryi,キビタイトゲオカマドドリ
Asthenes dorbignyi,キムネカマドドリ
Asthenes flammulata,タテジマカマドドリ
Asthenes fuliginosa,トゲオカマドドリ
Asthenes griseomurina,ネズミトゲオカマドドリ
Asthenes harterti,ノドグロトゲオカマドドリ
Asthenes helleri,プナトゲオカマドドリ
Asthenes heterura,ボリビアカマドドリ
Asthenes huancavelicae,アオオカマドドリ
Asthenes hudsoni,ハドソンカマドドリ
